stage,descricao,run,metric,unit,target,load_level,samples,mean,p95,max
Stage 01b,Monolito atras do NGINX (controle),1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.114,0.151,0.16
Stage 01b,Monolito atras do NGINX (controle),1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.139,0.16,0.18
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,monolith,low,30,24.381,25.295,25.352
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,monolith,medium,30,25.337,26.302,27.004
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,monolith,high,30,32.561,34.35,36.289
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,cadvisor,low,30,40.717,42.47,42.629
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,cadvisor,medium,30,42.095,43.039,43.043
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,cadvisor,high,30,42.966,44.586,44.695
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,prometheus,low,30,82.655,86.98,87.605
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,prometheus,medium,30,86.751,87.965,87.965
Stage 01b,Monolito atras do NGINX (controle),1,process_memory_mb,MB,prometheus,high,30,84.264,85.691,86.305
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,monolith,low,30,11.267,19.1,24.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,monolith,medium,30,17.433,35.55,53.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,monolith,high,30,137.7,238.95,310.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,cadvisor,low,30,26.733,28.0,28.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,cadvisor,medium,30,27.1,28.0,28.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,cadvisor,high,30,26.5,28.0,28.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,prometheus,low,30,36.1,37.0,37.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,prometheus,medium,30,36.1,37.0,37.0
Stage 01b,Monolito atras do NGINX (controle),1,goroutines,goroutines,prometheus,high,30,36.133,37.0,37.0
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,monolith,low,30,4.407,4.967,5.031
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,monolith,medium,30,4.51,5.179,5.268
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,monolith,high,30,7.739,9.525,10.258
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,cadvisor,low,30,6.346,8.119,8.588
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,cadvisor,medium,30,6.6,8.097,8.44
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,cadvisor,high,30,7.394,9.041,9.731
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,prometheus,low,30,20.285,23.914,24.467
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,prometheus,medium,30,19.77,21.991,22.402
Stage 01b,Monolito atras do NGINX (controle),1,heap_alloc_mb,MB,prometheus,high,30,19.403,22.154,22.415
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,monolith,low,30,0.488,0.562,0.574
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,monolith,medium,30,0.44,0.526,0.539
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,monolith,high,30,2.31,2.652,2.722
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,cadvisor,low,30,0.209,0.324,0.333
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,cadvisor,medium,30,0.229,0.642,0.942
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,cadvisor,high,30,1.538,9.061,10.17
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,prometheus,low,30,0.091,0.297,0.297
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,prometheus,medium,30,0.098,0.514,0.514
Stage 01b,Monolito atras do NGINX (controle),1,gc_pause_ms,ms,prometheus,high,30,0.05,0.153,0.153
Stage 01b,Monolito atras do NGINX (controle),1,pool_acquired_conns,conexoes,monolith,low,30,0.5,2.55,5.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_acquired_conns,conexoes,monolith,medium,30,1.833,6.1,9.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_acquired_conns,conexoes,monolith,high,30,6.567,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_idle_conns,conexoes,monolith,low,30,13.3,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_idle_conns,conexoes,monolith,medium,30,12.167,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_idle_conns,conexoes,monolith,high,30,7.433,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_total_conns,conexoes,monolith,low,30,13.8,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_total_conns,conexoes,monolith,medium,30,14.0,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_total_conns,conexoes,monolith,high,30,14.0,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),1,pool_wait_per_acquire_ms,ms,monolith,low,30,0.004,0.016,0.02
Stage 01b,Monolito atras do NGINX (controle),1,pool_wait_per_acquire_ms,ms,monolith,medium,30,0.027,0.055,0.066
Stage 01b,Monolito atras do NGINX (controle),1,pool_wait_per_acquire_ms,ms,monolith,high,30,2.916,3.78,3.846
Stage 01b,Monolito atras do NGINX (controle),1,pool_empty_acquire_per_s,por segundo,monolith,low,30,0.275,0.726,0.8
Stage 01b,Monolito atras do NGINX (controle),1,pool_empty_acquire_per_s,por segundo,monolith,medium,30,28.203,52.658,57.68
Stage 01b,Monolito atras do NGINX (controle),1,pool_empty_acquire_per_s,por segundo,monolith,high,30,1058.553,1216.449,1249.86
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,nginx,low,60,26.045,29.341,30.94
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,nginx,medium,60,176.867,607.98,660.13
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,nginx,high,60,601.192,775.814,805.95
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,nginx,low,60,19.363,20.09,20.37
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,nginx,medium,60,23.195,24.313,24.67
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,nginx,high,60,26.459,28.453,28.91
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,grafana,low,60,0.074,0.11,0.8
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,grafana,medium,60,0.046,0.07,0.09
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,grafana,high,60,0.059,0.1,0.14
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,grafana,low,60,47.786,51.78,51.78
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,grafana,medium,60,44.752,44.8,44.8
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,grafana,high,60,44.655,44.82,45.07
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,api,low,60,50.676,56.964,61.7
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,api,medium,60,106.436,116.933,119.62
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,api,high,60,147.732,238.621,243.85
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,api,low,60,18.209,19.413,19.94
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,api,medium,60,19.549,21.52,22.32
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,api,high,60,27.046,29.146,29.99
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,postgres,low,60,28.855,33.995,37.04
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,postgres,medium,60,61.371,67.626,70.88
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,postgres,high,60,87.182,153.986,159.21
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,postgres,low,60,62.237,64.814,65.57
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,postgres,medium,60,74.918,83.1,83.99
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,postgres,high,60,97.169,106.925,108.1
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,prometheus,low,60,0.052,0.191,0.22
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,prometheus,medium,60,0.062,0.14,1.05
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,prometheus,high,60,0.095,0.182,1.93
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,prometheus,low,60,32.206,36.77,36.8
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,prometheus,medium,60,35.755,36.86,37.3
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,prometheus,high,60,33.3,34.495,35.36
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,cadvisor,low,60,0.041,0.312,0.56
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,cadvisor,medium,60,0.019,0.05,0.29
Stage 01b,Monolito atras do NGINX (controle),1,cpu_percent,percentual de um nucleo,cadvisor,high,60,0.043,0.202,1.44
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,cadvisor,low,60,18.312,19.89,19.95
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,cadvisor,medium,60,19.67,20.48,20.48
Stage 01b,Monolito atras do NGINX (controle),1,memory_mb,MB,cadvisor,high,60,20.105,21.86,22.04
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,monolith,low,30,46.035,51.789,51.82
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,monolith,medium,30,98.795,105.84,105.916
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,monolith,high,30,142.851,146.792,147.114
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.265,0.351,0.38
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.157,0.211,0.22
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.192,0.24,0.26
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.196,0.24,0.26
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.116,0.14,0.14
Stage 01b,Monolito atras do NGINX (controle),2,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.137,0.171,0.18
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,monolith,low,30,24.096,24.951,25.094
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,monolith,medium,30,25.654,27.781,28.379
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,monolith,high,30,31.94,33.917,34.555
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,cadvisor,low,30,39.937,41.142,41.562
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,cadvisor,medium,30,41.501,42.566,42.566
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,cadvisor,high,30,42.554,44.672,44.891
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,prometheus,low,30,84.693,90.102,90.102
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,prometheus,medium,30,89.132,91.277,91.727
Stage 01b,Monolito atras do NGINX (controle),2,process_memory_mb,MB,prometheus,high,30,91.943,91.977,91.977
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,monolith,low,30,11.433,18.0,22.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,monolith,medium,30,20.267,60.5,77.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,monolith,high,30,143.9,233.65,421.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,cadvisor,low,30,26.767,28.0,28.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,cadvisor,medium,30,26.8,28.0,28.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,cadvisor,high,30,26.6,28.0,28.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,prometheus,low,30,36.167,37.0,38.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,prometheus,medium,30,36.033,36.0,37.0
Stage 01b,Monolito atras do NGINX (controle),2,goroutines,goroutines,prometheus,high,30,36.1,37.0,37.0
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,monolith,low,30,4.305,5.088,5.373
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,monolith,medium,30,4.444,5.265,5.841
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,monolith,high,30,7.108,9.192,9.508
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,cadvisor,low,30,6.29,8.056,8.258
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,cadvisor,medium,30,6.44,8.013,8.181
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,cadvisor,high,30,7.019,8.445,10.351
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,prometheus,low,30,22.115,27.938,28.888
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,prometheus,medium,30,24.964,29.692,30.279
Stage 01b,Monolito atras do NGINX (controle),2,heap_alloc_mb,MB,prometheus,high,30,25.619,29.286,29.522
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,monolith,low,30,0.502,0.636,0.697
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,monolith,medium,30,0.427,0.527,0.547
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,monolith,high,30,2.287,2.639,2.666
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,cadvisor,low,30,0.227,0.528,0.637
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,cadvisor,medium,30,0.212,0.469,0.478
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,cadvisor,high,30,0.666,1.487,2.045
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,prometheus,low,30,0.083,0.196,0.196
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,prometheus,medium,30,0.047,0.15,0.15
Stage 01b,Monolito atras do NGINX (controle),2,gc_pause_ms,ms,prometheus,high,30,0.05,0.153,0.153
Stage 01b,Monolito atras do NGINX (controle),2,pool_acquired_conns,conexoes,monolith,low,30,0.567,2.0,4.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_acquired_conns,conexoes,monolith,medium,30,1.367,4.65,10.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_acquired_conns,conexoes,monolith,high,30,4.533,10.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_idle_conns,conexoes,monolith,low,30,13.267,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_idle_conns,conexoes,monolith,medium,30,12.633,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_idle_conns,conexoes,monolith,high,30,9.467,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_total_conns,conexoes,monolith,low,30,13.833,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_total_conns,conexoes,monolith,medium,30,14.0,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_total_conns,conexoes,monolith,high,30,14.0,14.0,14.0
Stage 01b,Monolito atras do NGINX (controle),2,pool_wait_per_acquire_ms,ms,monolith,low,30,0.004,0.014,0.022
Stage 01b,Monolito atras do NGINX (controle),2,pool_wait_per_acquire_ms,ms,monolith,medium,30,0.033,0.065,0.066
Stage 01b,Monolito atras do NGINX (controle),2,pool_wait_per_acquire_ms,ms,monolith,high,30,2.904,3.408,3.598
Stage 01b,Monolito atras do NGINX (controle),2,pool_empty_acquire_per_s,por segundo,monolith,low,30,0.26,0.4,0.46
Stage 01b,Monolito atras do NGINX (controle),2,pool_empty_acquire_per_s,por segundo,monolith,medium,30,30.95,51.903,61.462
Stage 01b,Monolito atras do NGINX (controle),2,pool_empty_acquire_per_s,por segundo,monolith,high,30,1027.16,1148.282,1180.793
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,nginx,low,60,25.955,29.453,29.62
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,nginx,medium,60,158.017,440.125,611.46
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,nginx,high,60,596.325,781.101,805.96
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,nginx,low,60,15.542,16.111,16.59
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,nginx,medium,60,19.39,20.386,20.7
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,nginx,high,60,23.168,24.868,26.07
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,api,low,60,51.447,58.807,60.64
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,api,medium,60,107.042,115.285,119.52
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,api,high,60,147.264,240.934,273.01
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,api,low,60,17.761,18.733,18.96
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,api,medium,60,19.495,21.166,22.22
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,api,high,60,26.389,28.033,28.99
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,grafana,low,60,0.064,0.11,0.19
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,grafana,medium,60,0.054,0.1,0.12
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,grafana,high,60,0.057,0.111,0.15
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,grafana,low,60,44.697,45.75,45.75
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,grafana,medium,60,43.341,43.36,43.48
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,grafana,high,60,43.375,43.391,43.62
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,postgres,low,60,29.938,33.566,37.26
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,postgres,medium,60,63.301,69.338,70.52
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,postgres,high,60,88.4,142.674,161.77
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,postgres,low,60,62.148,64.433,64.81
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,postgres,medium,60,74.965,83.27,83.82
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,postgres,high,60,97.123,107.21,108.1
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,prometheus,low,60,0.0,0.0,0.0
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,prometheus,medium,60,0.006,0.0,0.2
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,prometheus,high,60,0.002,0.0,0.12
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,prometheus,low,60,35.214,39.95,40.13
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,prometheus,medium,60,39.107,41.7,41.93
Stage 01b,Monolito atras do NGINX (controle),2,memory_mb,MB,prometheus,high,60,41.928,42.18,42.22
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,cadvisor,low,60,0.035,0.343,0.4
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,cadvisor,medium,60,0.026,0.25,0.39
Stage 01b,Monolito atras do NGINX (controle),2,cpu_percent,percentual de um nucleo,cadvisor,high,60,0.123,0.854,1.68
